time,USDINR,Dollar Index,LME Copper,Comex Copper,US 30 Y,US 10 Y,US 03 Y,US 02 Y,Comex Silver,Comex Gold,US Oil,MCX Zinc,MCX Aluminium,MCX Copper,LME Zinc,LME Aluminium
21-12-2017,64,93.278,7086.3,3.2195,2.87700009,2.4858,1.98599994,1.8899,16.097,1266.7725,58.21,207.1,136.8,456.75,3238.8,2150.4
22-12-2017,64.0369,93.347,7137.1,3.2385,2.83999991,2.4837,1.99399996,1.8948,16.358,1274.756,58.35,209.45,139.6,460,3269.9,2192.9
25-12-2017,64.045,93.347,7137.1,3.2385,2.83999991,2.4837,1.99399996,1.8948,16.358,1274.756,58.35,209.45,139.6,460,3269.9,2192.9
26-12-2017,64.04,93.257,7137.1,3.2805,2.84980011,2.4783,2.01929998,1.9075,16.52,1282.7685,59.79,209.25,138.75,464.85,3269.9,2192.9
27-12-2017,64.1504,93.025,7229.9,3.284,2.82200003,2.412,2.01699996,1.9071,16.66,1287.2085,59.58,210.65,143.55,466.25,3272.3,2243.9
28-12-2017,64.0472,92.602,7284,3.3085,2.74799991,2.4337,1.97800004,1.9231,16.83,1294.808,59.87,211.95,145.6,468.95,3299.8,2279.8
29-12-2017,63.8336,92.124,7265.8,3.3005,2.7579999,2.4099,2.00099993,1.887,16.9,1303.247,60.09,212.6,144.95,466,3318.6,2278.9
01-01-2018,63.675,92.124,7265.8,3.3005,2.7579999,2.4099,2.00099993,1.887,16.9,1303.247,60.09,211.8,144.65,465,3318.6,2278.9
02-01-2018,63.45,91.872,7219.5,3.278,2.73909998,2.4651,1.9734,1.9352,17.15,1317.625,60.33,213.65,143.45,460.3,3348.8,2263.6
03-01-2018,63.4428,92.162,7178.5,3.2575,2.80900002,2.4493,2.01200008,1.9433,17.09,1313.1355,61.92,212.35,141.4,457.55,3329.6,2232.5
04-01-2018,63.368,91.853,7191.6,3.263,2.78200006,2.4548,2.0150001,1.9636,17.2,1322.731,61.88,213.9,142,457.7,3358.4,2248.6
05-01-2018,63.32,91.949,7123.3,3.2295,2.78500009,2.479,2.03999996,1.9761,17.185,1319.864,61.57,213.8,139.2,452.5,3356.1,2202.6
08-01-2018,63.45,92.358,7114,3.224,2.80809999,2.4822,2.05960011,1.964,17.09,1320.3415,61.88,216,137.75,453.85,3381.6,2173.5
09-01-2018,63.6311,92.528,7094.6,3.216,2.80999994,2.5553,2.05999994,1.9804,16.941,1312.8585,63.45,213.3,136.9,453.75,3335.1,2154.9
10-01-2018,63.65,92.332,7138.9,3.2355,2.89299989,2.5577,2.079,1.9846,16.956,1316.7715,63.47,214.65,138.9,457.1,3347.4,2183.5
11-01-2018,63.6896,91.852,7135.9,3.233,2.89899993,2.5376,2.09200001,1.9929,16.96,1322.5245,63.52,216.65,138.8,456.15,3384.5,2183.5
12-01-2018,63.6,90.974,7105.4,3.2185,2.8670001,2.5503,2.09500003,2.0058,17.2,1338.425,64.37,217.6,141,453.05,3393.3,2221.1
15-01-2018,63.5394,90.974,7197.6,3.2185,2.8670001,2.5481,2.09500003,1.9895,17.2,1340.793,64.37,219.85,141.1,458.8,3431,2223.9
16-01-2018,64.0413,90.393,7110.8,3.2195,2.85540009,2.5398,2.1243999,2.0265,17.158,1338.5645,63.86,219.9,140.35,456.5,3408.4,2194.6
17-01-2018,63.8118,90.541,7048.9,3.189,2.83100009,2.5909,2.12400007,2.0596,16.957,1327.366,64.06,217.4,140.3,450.75,3372.8,2195.4
18-01-2018,63.905,90.498,7072.4,3.199,2.85400009,2.6284,2.16499996,2.0516,16.935,1326.879,63.68,217.7,143.5,452.7,3379.1,2241.4
19-01-2018,63.86,90.572,7045.6,3.1875,2.90100002,2.6606,2.171,2.0772,16.995,1331.678,63.45,219,141.75,450.45,3406.4,2216.6
22-01-2018,63.88,90.401,7070.9,3.1985,2.93470001,2.6528,2.21230006,2.0691,16.983,1333.934,63.91,219.9,143.55,452.6,3413.5,2246.9
23-01-2018,63.8129,90.124,6892.4,3.111,2.91700006,2.6154,2.20099998,2.0528,17.033,1341.2595,64.44,218.9,141.85,439.95,3409.8,2225.9
24-01-2018,63.63,89.206,7145.1,3.2285,2.89700007,2.6475,2.17700005,2.0822,17.54,1358.5435,65.85,220.5,142.75,454.1,3442.4,2246.3
25-01-2018,63.6294,89.391,7124.3,3.2165,2.93099999,2.6188,2.19899988,2.0962,17.26,1348.25,65.22,221.6,141.6,451.85,3459.5,2234
26-01-2018,63.6254,89.067,7089.1,3.199,2.89100003,2.6623,2.2019999,2.1364,17.37,1349.765,66.22,221.6,141.6,451.85,3482,2256.9
29-01-2018,63.59,89.308,7081.4,3.194,2.90820003,2.6964,2.24390006,2.1364,17.145,1340.388,65.5,229.45,141.55,450.7,3552.6,2226.1
30-01-2018,63.7772,89.16,7074.4,3.189,2.94899988,2.7217,2.25500011,2.1324,17.1,1338.5505,63.97,225.1,141.1,450.45,3505,2216.8
31-01-2018,63.58,89.133,7092.3,3.1955,2.9749999,2.7074,2.26399994,2.1526,17.305,1345.057,64.75,225.95,140.6,450.9,3521.4,2212.4
01-02-2018,63.9455,88.671,7116.8,3.209,2.94099998,2.7915,2.29200006,2.173,17.199,1349.77,65.96,229.35,142.55,454.7,3563.5,2230.8
02-02-2018,64.1939,89.195,7073.9,3.1875,3.01699996,2.843,2.31900001,2.1534,16.559,1333.081,65.03,226.4,141.7,452.75,3511.3,2212.6
05-02-2018,64.12,89.554,7145.6,3.221,3.09610009,2.7079,2.32019997,2.0403,16.689,1339.6695,63.42,227.75,141.4,456.3,3532,2209.1
06-02-2018,64.1476,89.585,7081.1,3.189,3.00300002,2.8035,2.19300008,2.1133,16.609,1324.2945,63.9,223.85,139.3,452.85,3465.4,2171.6
07-02-2018,64.342,90.255,6867.4,3.0875,3.06699991,2.8382,2.28500009,2.1418,16.346,1318.475,61.75,219.05,139.1,440.25,3387.6,2160.6
08-02-2018,64.4812,90.229,6850.3,3.082,3.10899997,2.8262,2.32299995,2.1135,16.385,1318.781,60.4,221.7,140.2,440.2,3416,2172.9
09-02-2018,64.337,90.442,6746.8,3.0335,3.13000011,2.8544,2.30699992,2.0854,16.319,1316.47,59.02,218.15,137.1,432.9,3369.9,2125.6
12-02-2018,64.27,90.208,6856.9,3.0865,3.16529989,2.8612,2.28520012,2.0937,16.519,1322.738,59.35,218.6,136.95,438.65,3389.9,2133.8
13-02-2018,64.24,89.703,7018.9,3.1625,3.14400005,2.8312,2.30699992,2.1143,16.539,1329.356,58.94,223.7,137.4,449.35,3465.6,2141
14-02-2018,64.0049,89.121,7175.4,3.236,3.1170001,2.9049,2.31200004,2.1759,16.83,1350.6565,60.71,229.55,139.65,457.55,3568.5,2190.3
15-02-2018,63.9218,88.593,7197.1,3.2455,3.17199993,2.9118,2.40199995,2.1926,16.829,1352.557,61.4,229.75,137.75,458.05,3582,2162.9
16-02-2018,64.4045,89.1,7209.5,3.2485,3.16199994,2.8763,2.40499997,2.206,16.629,1347.532,61.6,230.75,141.6,461.5,3569.4,2205
19-02-2018,64.5504,89.1,7122.9,3.2485,3.13070011,2.8763,2.3835001,2.206,16.629,1346.6505,61.6,230.8,142.8,457.8,3562.3,2207.8
20-02-2018,64.9184,89.716,7085.9,3.1905,3.13569999,2.8909,2.41359997,2.227,16.405,1329.662,61.54,231.4,142.05,457.2,3547.9,2184
21-02-2018,64.83,90,7136.1,3.216,3.15499997,2.9519,2.40799999,2.2781,16.481,1324.5695,61.31,230.65,142.75,460.45,3538.5,2204.6
22-02-2018,64.95,89.736,7190.1,3.2415,3.22799993,2.9225,2.43799996,2.258,16.589,1331.824,62.62,231.45,142.15,464.65,3532.5,2188.9
23-02-2018,64.8887,89.883,7126.4,3.2125,3.204,2.8692,2.41400003,2.246,16.499,1329.623,63.55,229.55,140.15,459.7,3509.4,2147.9
26-02-2018,64.77,89.853,7108.9,3.1975,3.16129994,2.8642,2.39520001,2.2339,16.619,1333.172,63.96,231.1,139.55,457.7,3531,2139
27-02-2018,65.1,90.355,7037.6,3.1865,3.1559999,2.8966,2.37599993,2.2701,16.39,1318.6345,62.81,228.8,139.9,454.25,3494.1,2148.4
28-02-2018,65.2,90.613,6930.1,3.1325,3.16300011,2.8642,2.42600012,2.2621,16.385,1318.381,61.52,226.2,139.35,453.6,3457,2134
01-03-2018,65.2436,90.324,6910.1,3.123,3.12700009,2.8083,2.41199994,2.2178,16.44,1316.9815,61.31,222.9,140.4,452.2,3407.6,2154
02-03-2018,65.21,89.935,6916.1,3.1245,3.09200001,2.8661,2.36299992,2.254,16.463,1322.064,61.43,220.15,140.35,452.8,3368,2151.6
05-03-2018,65.01,90.08,6920.5,3.128,3.12919998,2.8844,2.37940001,2.2458,16.39,1320.201,62.58,215.75,139.6,452.35,3306,2147.1
06-03-2018,64.8268,89.618,6989.3,3.159,3.15300012,2.8886,2.40199995,2.2661,16.71,1334.7165,62.34,215.1,138.5,454.85,3305.1,2139.8
07-03-2018,64.87,89.637,6940.1,3.136,3.15300012,2.8845,2.41799998,2.258,16.482,1325.6265,61.33,212.95,136.35,452.05,3270.6,2104.1
08-03-2018,65.09,90.179,6824.6,3.079,3.1500001,2.8594,2.41899991,2.2661,16.45,1321.9225,60.29,210.45,136.9,445.3,3228.1,2108.5
09-03-2018,64.9711,90.093,6945.5,3.136,3.12299991,2.8956,2.41300011,2.2661,16.544,1323.532,62.09,214.35,137.4,452.3,3291.4,2120.3
12-03-2018,64.95,89.895,6915.3,3.124,3.16630006,2.87,2.44140005,2.2743,16.521,1322.9325,61.36,210.3,135.5,450.25,3237.9,2096.4
13-03-2018,64.8488,89.664,6948.1,3.138,3.12800002,2.8439,2.42199993,2.2661,16.56,1326.431,60.82,213.4,135.55,450.95,3295.9,2101.5
14-03-2018,64.82,89.704,6990.5,3.1585,3.09899998,2.8189,2.41300011,2.2702,16.5,1325.068,60.9,208.45,135.1,454.25,3215.1,2088.5
15-03-2018,65.0496,90.139,6926.9,3.1275,3.05900002,2.8303,2.41000009,2.2949,16.36,1316.301,61.15,209.9,134.8,450.95,3226.5,2082.6
16-03-2018,65.05,90.233,6888.3,3.1075,3.05800009,2.8468,2.4289999,2.3033,16.328,1314.435,62.23,212.2,134.95,448.55,3256.3,2083.6
19-03-2018,65.28,89.765,6839.1,3.082,3.08839989,2.8578,2.454,2.3199,16.29,1317.085,62.19,212.8,135.4,446.7,3255,2087.5
20-03-2018,65.2496,90.371,6749.6,3.038,3.08800006,2.8982,2.45900011,2.3489,16.17,1311.208,63.71,209.45,134.8,441.25,3200.8,2077.9
21-03-2018,65.0739,89.783,6796.6,3.0585,3.13199997,2.8853,2.49499989,2.3159,16.54,1332.231,65.46,212.15,134.5,443.55,3248.3,2078.1
22-03-2018,65.1946,89.857,6706.8,3.02,3.11100006,2.8254,2.46199989,2.2952,16.36,1328.874,64.15,209.5,133.75,438.95,3209.1,2073
23-03-2018,65.0645,89.436,6645,2.993,3.05800009,2.8163,2.42700005,2.2662,16.548,1348.008,65.72,209.25,132.4,433.4,3216.5,2053.4
26-03-2018,64.7,89.027,6599.6,2.97,3.07209992,2.8547,2.41050005,2.2787,16.69,1353.7765,65.47,212.15,131.6,428.7,3263,2052.6
27-03-2018,64.9242,89.372,6670.1,3.0005,3.08599997,2.7775,2.44099998,2.2741,16.5,1345.091,64.64,213.95,131.15,430.75,3285.1,2047.8
28-03-2018,65.144,90.058,6675.4,3.002,3.02699995,2.7848,2.38899994,2.2943,16.27,1325.0425,64.65,214.1,132.3,433.45,3276.8,2031.4
29-03-2018,65.04,90.151,6730.1,3.0255,3.02099991,2.7412,2.40799999,2.2701,16.332,1325.2385,64.88,213.7,130.3,436.8,3277.6,2005.1
30-03-2018,65.09,90.151,6730.1,3.0255,2.97199988,2.7389,2.38599992,2.2661,16.332,1325.2385,64.88,213.7,130.3,436.8,3277.6,2005.1
02-04-2018,65.1425,90.052,6730.1,3.05,2.99110007,2.733,2.39680004,2.262,16.57,1341.5065,62.84,214.6,131.3,439.15,3277.6,2005.1
03-04-2018,64.9487,90.2,6813.4,3.0635,2.96700001,2.7794,2.36899996,2.2903,16.39,1332.76,63.55,213.8,129.6,440.45,3276.6,1999.3
04-04-2018,65.0206,90.142,6719.3,3.0105,3.01399994,2.8059,2.40799999,2.3106,16.28,1333.3785,63.54,212.1,129.35,433.65,3251.6,1992.3
05-04-2018,64.8953,90.46,6836.1,3.0745,3.04299998,2.8338,2.43300009,2.3147,16.35,1326.647,63.7,210.95,130.05,439.95,3245.9,2018.4
06-04-2018,64.9195,90.108,6796.4,3.0585,3.07399988,2.7758,2.44400001,2.2824,16.371,1333.3325,61.9,211.3,133,438.25,3254.4,2061.5
09-04-2018,64.8926,89.838,6836.1,3.077,3.0309999,2.7835,2.41359997,2.2906,16.47,1336.3005,63.26,208.85,139.3,442.25,3221.5,2137
10-04-2018,64.9364,89.587,6962.1,3.137,3.01399994,2.8032,2.41400003,2.3192,16.56,1339.725,65.56,211.3,144.6,450.75,3251,2223.6
11-04-2018,65.1912,89.568,6917.8,3.117,3.01999998,2.7831,2.44400001,2.3192,16.64,1353.275,66.71,210.5,147.25,448.6,3232.3,2249
12-04-2018,65.28,89.751,6821.3,3.0635,2.99399996,2.8399,2.44300008,2.3521,16.43,1335.099,67.09,202.1,152,442.25,3100.8,2289.4
13-04-2018,65.2411,89.8,6836,3.071,3.046,2.8289,2.50300002,2.373,16.606,1345.9,67.36,202.7,149.75,442.75,3115,2284
16-04-2018,65.447,89.425,6897.3,3.0955,3.04390001,2.8294,2.5165,2.3856,16.64,1345.886,66.31,205.2,156.75,446.95,3130.9,2381.1
17-04-2018,65.684,89.516,6866.9,3.0795,3.0250001,2.8317,2.52200007,2.3981,16.75,1347.172,66.63,208.05,159.15,447.35,3163.9,2396.9
18-04-2018,65.779,89.623,7025.1,3.1585,3.01699996,2.8728,2.52999997,2.4438,17.17,1349.41,68.74,214.4,168.75,459.1,3271.4,2544.8
19-04-2018,66.123,89.94,6973.3,3.132,3.06100011,2.9122,2.5769999,2.4399,17.21,1345.742,68.14,212.85,165.3,456.95,3229.8,2492.8
20-04-2018,66.2,90.316,6981,3.135,3.102,2.962,2.58599997,2.4698,17.098,1336.154,68.02,214.65,165.9,458.75,3242.6,2473.1
23-04-2018,66.575,90.946,6933.6,3.1105,3.15170002,2.9775,2.62459993,2.491,16.606,1324.848,68.89,214.9,151,456.9,3241.1,2272.6
24-04-2018,66.47,90.766,6998.9,3.142,3.14400005,3.0005,2.63899994,2.4787,16.7,1330.47,67.7,213.1,146.35,459.7,3219.6,2226.9
25-04-2018,66.91,91.172,6987.9,3.1345,3.18300009,3.0287,2.63599992,2.4959,16.53,1322.877,67.99,210,149.45,463,3138.9,2230.6
26-04-2018,66.927,91.561,6952.6,3.114,3.21199989,2.9819,2.63899994,2.4999,16.48,1317.037,68.14,210.05,152.2,460.4,3137.9,2274.3
27-04-2018,66.48,91.542,6811.6,3.0695,3.16300011,2.9605,2.62299991,2.4959,16.47,1323.699,67.96,209.7,149.1,448.45,3134.8,2230.3
30-04-2018,66.42,91.841,6819.6,3.074,3.12700009,2.9545,2.6178,2.5,16.3,1315.6,68.54,208.15,150.1,453.7,3123.1,2248.3
01-05-2018,66.84,92.449,6747.3,3.0375,3.12400007,2.9667,2.62899995,2.5164,16.12,1304.089,67.45,205.55,151.35,451.4,3070.3,2265.3
02-05-2018,66.68,92.512,6813.1,3.0685,3.13000011,2.9696,2.64299989,2.5044,16.34,1304.86,67.66,204.2,156.1,455.45,3054.1,2312.4
03-05-2018,66.66,92.414,6843.1,3.0805,3.15100002,2.9486,2.63800001,2.4883,16.414,1312.267,68.46,200.35,152.75,457.65,3006.3,2271.3
04-05-2018,66.81,92.566,6853.9,3.0855,3.12299991,2.9506,2.61899996,2.505,16.504,1314.994,69.74,205.35,158.65,457.45,3062.9,2345.3
07-05-2018,67.13,92.749,6853.9,3.079,3.12870002,2.9516,2.63599992,2.5092,16.44,1314.304,69.96,207.95,159.35,459.15,3062.9,2345.3
08-05-2018,67.16,93.12,6805.6,3.059,3.12299991,2.9783,2.6329999,2.5155,16.44,1314.514,70.03,206.8,159.95,456.3,3083.6,2353.8
09-05-2018,67.34,93.04,6810.3,3.0575,3.12800002,3.0061,2.64499998,2.5423,16.46,1312.801,71.24,208.3,159.75,457.9,3086.6,2358
10-05-2018,67.1121,92.65,6921.4,3.11,3.16300011,2.9649,2.68499994,2.5425,16.69,1321.312,71.38,206.85,155.65,462.9,3082.4,2318.4
11-05-2018,67.37,92.537,6920.4,3.1115,3.10899997,2.9727,2.68799996,2.5431,16.619,1318.571,70.44,208.2,153.55,465,3089.9,2274.8
14-05-2018,67.6678,92.587,6880.9,3.093,3.10649991,3.0047,2.69589996,2.5639,16.489,1313.548,71.15,206.3,157.2,463.7,3059,2315.1
15-05-2018,68.2234,93.219,6811.5,3.056,3.13199997,3.0751,2.71000004,2.589,16.23,1290.983,70.97,208.55,159.5,462.95,3058.4,2322.4
16-05-2018,67.7302,93.392,6837,3.0705,3.19799995,3.0992,2.74799991,2.6016,16.34,1290.696,71.52,208.6,158.6,461.85,3076.4,2309.8
17-05-2018,67.8156,93.469,6878.8,3.089,3.22300005,3.1131,2.76699996,2.5854,16.4,1290.964,71.55,210.15,156.4,463.8,3089.1,2284.1
18-05-2018,68.0099,93.637,6821.4,3.0635,3.25,3.0587,2.75399995,2.5612,16.425,1292.603,71.36,211.1,154.8,462.15,3095.6,2273
21-05-2018,68.03,93.677,6895.1,3.0985,3.21560001,3.0615,2.73469996,2.5823,16.473,1292.686,72.54,211.3,155.75,467.85,3101.5,2281.8
22-05-2018,68.097,93.609,6970.6,3.132,3.20099998,3.0601,2.72900009,2.5826,16.51,1291.41,72.09,207.4,154.05,472,3052.1,2262
23-05-2018,68.27,94.003,6844.8,3.0705,3.20700002,2.9948,2.72900009,2.5322,16.42,1293.508,71.81,207.3,155.15,465.15,3020.1,2272
24-05-2018,68.2767,93.758,6896.9,3.096,3.15199995,2.9774,2.66300011,2.5242,16.64,1304.872,70.61,208,156.9,469.05,3034.6,2286.8
25-05-2018,67.72,94.188,6860.6,3.0775,3.12700009,2.9313,2.6500001,2.4778,16.47,1301.826,67.4,207.05,153.1,461.8,3059.3,2261.8
28-05-2018,67.475,94.188,6860.6,3.0775,3.12700009,2.9313,2.6500001,2.4778,16.47,1298.138,67.4,206.85,153.15,459.25,3059.3,2261.8
29-05-2018,67.8777,94.833,6830.5,3.0625,3.06890011,2.7814,2.58340001,2.3311,16.35,1299.151,66.85,209.25,153.8,460.7,3081.9,2271
30-05-2018,67.44,94.153,6844.1,3.069,2.97600007,2.8563,2.44899988,2.4275,16.48,1301.171,68.21,212.95,154.05,458.85,3145.1,2266.9
31-05-2018,67.43,93.985,6841.5,3.065,3.0250001,2.8608,2.53699994,2.4395,16.403,1298.447,67.03,209.7,155.85,457.05,3104.3,2291.8
01-06-2018,66.9692,94.191,6909.6,3.0985,3.0250001,2.9049,2.55800009,2.4797,16.384,1293.668,65.69,207.7,155.25,458.85,3087.8,2297.5
04-06-2018,67.06,94.02,6978.9,3.1345,3.0545001,2.9451,2.61080003,2.5283,16.38,1292.02,64.86,210.65,156.4,465.3,3117.6,2308.5
05-06-2018,67.08,93.898,7107.6,3.1985,3.08500004,2.9287,2.65199995,2.5039,16.46,1296.028,65.51,215.6,156.6,474.8,3192.1,2318.4
06-06-2018,66.8596,93.66,7239.4,3.262,3.08200002,2.9731,2.61899996,2.5283,16.66,1296.608,64.96,214,157.3,481.25,3194.1,2341
07-06-2018,67.41,93.397,7267.6,3.275,3.12299991,2.9236,2.65499997,2.4917,16.69,1296.96,65.88,214.85,155.15,487.55,3162.8,2289.5
08-06-2018,67.52,93.551,7327.4,3.3,3.07299995,2.9493,2.62199998,2.5161,16.754,1299.235,65.49,217.4,156.9,491.25,3199.3,2305.6
11-06-2018,67.4998,93.576,7235.9,3.257,3.09200001,2.9544,2.64689994,2.5325,16.91,1300.188,66.04,218,156.8,485,3205.5,2300.3
12-06-2018,67.62,93.802,7224.4,3.2495,3.09299994,2.9631,2.65499997,2.549,16.83,1296.008,65.96,217.45,156.35,484.6,3193.6,2295.9
13-06-2018,67.5619,93.713,7235.8,3.254,3.09500003,2.9682,2.67700005,2.5778,17.02,1299.554,66.59,218.6,154.85,485.05,3210.9,2273.4
14-06-2018,67.85,94.772,7169.6,3.222,3.09200001,2.9383,2.70700002,2.5738,17.15,1302.348,66.99,217.1,154,481.55,3183.8,2256.6
15-06-2018,68.17,94.789,7022.1,3.1445,3.05500007,2.9214,2.69300008,2.5533,16.518,1279.665,64.24,212,151.95,473.9,3081.4,2208.5
18-06-2018,68.0631,94.801,6942.9,3.1065,3.04489994,2.9196,2.67689991,2.5534,16.452,1278.362,65.81,210.9,152.45,468.75,3068.6,2221
19-06-2018,68.067,95.085,6826.6,3.047,3.04399991,2.899,2.671,2.5617,16.29,1274.847,65.03,205.95,149,458.5,3007.4,2174.1
20-06-2018,68.0977,95.055,6807.4,3.0405,3.0309999,2.9398,2.65199995,2.5784,16.24,1268.126,65.31,206.45,148.55,457.8,3002.4,2170
21-06-2018,67.8356,94.743,6775.4,3.0215,3.07399988,2.8981,2.68000007,2.5494,16.288,1267.142,65.77,201.6,149.25,453.95,2930,2190
22-06-2018,67.8917,94.517,6794.6,3.027,3.04299998,2.8972,2.64700007,2.5537,16.409,1269.96,69.27,202.35,148.6,454.2,2933.1,2178.9
25-06-2018,68.1245,94.276,6716.8,2.987,3.03379989,2.883,2.64409995,2.5412,16.318,1265.622,68.12,196.85,147.4,448.65,2848.9,2154
26-06-2018,68.3714,94.659,6723.9,2.992,3.02699995,2.8798,2.63000011,2.5413,16.26,1258.84,70.64,197.65,150.3,451.9,2849.8,2168.5
27-06-2018,68.9,95.268,6705.4,2.9845,3.02399993,2.8256,2.625,2.5161,16.03,1252.37,72.24,201.45,150.35,453.75,2888.9,2176.5
28-06-2018,68.8515,95.386,6631.6,2.9715,2.9690001,2.8401,2.58899999,2.5242,15.965,1248.34,73.18,201.55,148.75,454.75,2894.5,2152.5
29-06-2018,68.4496,94.636,6618.5,2.966,2.96700001,2.862,2.5999999,2.5444,16.101,1253.022,74.26,198,146.75,452.3,2858.1,2132.1
02-07-2018,68.7772,95.035,6563.6,2.944,2.9914,2.872,2.61919999,2.5607,15.835,1242.036,74.04,196.35,146.05,450.75,2831.3,2109.5
03-07-2018,68.5211,94.671,6508.9,2.917,2.99300003,2.8323,2.64400005,2.5303,15.99,1252.26,74.19,192.85,144.2,445.75,2788.5,2097.3
04-07-2018,68.697,94.671,6401.4,2.917,2.96000004,2.8309,2.62199998,2.5324,15.99,1256.912,74.19,187.8,144.7,437.85,2707.4,2097
05-07-2018,68.81,94.469,6317.4,2.826,2.96720004,2.8323,2.63019991,2.5565,16.01,1257.498,73.13,187.3,143.7,433.5,2693.5,2084.5
06-07-2018,68.76,94.036,6318.4,2.824,2.94700003,2.8236,2.64400005,2.5488,15.997,1255.257,73.87,190.6,143.85,431.6,2749.8,2087
09-07-2018,68.65,94.078,6379.4,2.85,2.9361999,2.8601,2.6329999,2.5632,16.07,1257.876,73.97,185.55,144.6,436.7,2697.8,2112.1
10-07-2018,68.6973,94.152,6352.4,2.8395,2.96600008,2.8532,2.66100001,2.5816,16.04,1255.712,74.14,181.35,143.25,433.1,2625.5,2087.6
11-07-2018,68.8,94.72,6135,2.7435,2.96600008,2.8514,2.68000007,2.5858,15.78,1242.236,70.56,177.1,141.95,420.15,2553.3,2061.4
12-07-2018,68.32,94.806,6215.6,2.777,2.94199991,2.8477,2.66599989,2.5982,15.92,1247.039,70.32,176.85,139.4,421.85,2583,2045.6
13-07-2018,68.49,94.752,6217.5,2.7755,2.94700003,2.8299,2.67700005,2.5903,15.772,1241.68,70.49,177.8,139.35,422.7,2581.5,2039.8
16-07-2018,68.5406,94.511,6185.3,2.7645,2.93300009,2.861,2.65499997,2.607,15.75,1241.072,67.87,170.8,141.4,421.45,2485.6,2061.9
17-07-2018,68.4425,94.945,6146.9,2.747,2.96099997,2.8623,2.67700005,2.6242,15.53,1227.801,67.58,173,138.95,417.85,2507.3,2033.3
18-07-2018,68.43,95.08,6174.3,2.76,2.9690001,2.872,2.68799996,2.6114,15.52,1227.54,68.96,181.15,139.25,420.65,2617.4,2036.5
19-07-2018,68.9636,95.154,6039.3,2.6955,2.98900008,2.8399,2.69300008,2.599,15.28,1223.223,69.45,179.05,138.3,414.2,2547.6,2006
20-07-2018,68.73,94.449,6158.6,2.756,2.95799994,2.8959,2.66000009,2.5994,15.495,1231.212,68.11,179.35,140.65,420.35,2584.6,2042.9
23-07-2018,68.9741,94.669,6137.4,2.7465,3.02729988,2.9578,2.68260002,2.6454,15.364,1224.76,67.75,177.35,141.8,420.05,2557,2062.4
24-07-2018,68.8842,94.608,6277.1,2.8105,3.09500003,2.9513,2.727,2.6414,15.447,1224.528,68.64,181.1,142.25,428.95,2602.5,2085.4
25-07-2018,68.6242,94.363,6291.4,2.8175,3.07599998,2.9759,2.7349999,2.6856,15.58,1232.306,69.22,179.8,140.65,430.1,2589.9,2062.3
26-07-2018,68.7521,94.75,6287.3,2.818,3.0999999,2.9792,2.75999999,2.6937,15.34,1222.76,69.49,179.85,141.15,428.9,2590.3,2068.3
27-07-2018,68.6975,94.675,6261.6,2.802,3.10400009,2.9561,2.77699995,2.6735,15.457,1223.459,68.97,180.45,140.45,425.85,2586.5,2060.1
30-07-2018,68.6553,94.324,6237.6,2.792,3.08699989,2.9761,2.76309991,2.6694,15.45,1221.595,70.05,176.7,142.6,425.4,2557.1,2084.3
31-07-2018,68.5232,94.493,6325.5,2.8315,3.10700011,2.9626,2.76300001,2.6816,15.49,1223.818,68.39,181.95,142.35,430.15,2633.9,2081.3
01-08-2018,68.3548,94.624,6146.8,2.7475,3.08100009,3.0078,2.76900005,2.6897,15.36,1216.028,67.83,175.35,140.25,414.8,2547.9,2053.4
02-08-2018,68.5911,95.159,6133.5,2.7375,3.13100004,2.9878,2.78299999,2.6715,15.28,1207.936,68.92,177.95,139.35,416.85,2564.4,2039.1
03-08-2018,68.5113,95.143,6184.1,2.7635,3.11899996,2.9497,2.76099992,2.6533,15.379,1213.879,68.61,180.65,138.75,419.05,2605.8,2028.4
06-08-2018,68.81,95.357,6123,2.7315,3.09579992,2.9423,2.73600006,2.6534,15.27,1207.36,68.85,178.6,140.45,415.5,2572,2049.5
07-08-2018,68.58,95.216,6161.8,2.752,3.09299994,2.9749,2.73099995,2.6779,15.343,1211.032,69.05,180.55,139.45,418.1,2600.9,2037
08-08-2018,68.5372,95.051,6165.8,2.751,3.12199998,2.9623,2.76399994,2.6738,15.412,1213.685,66.69,180.95,144.6,418,2608.1,2109.5
09-08-2018,68.85,95.504,6197.5,2.7655,3.11299992,2.9285,2.76399994,2.6554,15.423,1212.332,66.66,179.85,142.45,421.15,2604.3,2074.3
10-08-2018,69.1327,96.357,6154.1,2.7425,3.07200003,2.875,2.73900008,2.6083,15.288,1212.019,67.7,176.4,143.75,419.6,2543,2095
13-08-2018,70.085,96.391,6130.8,2.731,3.0230999,2.8813,2.67639995,2.6226,14.95,1193.804,67.38,173.65,145.55,423.6,2474.4,2075.8
14-08-2018,69.95,96.731,6034.5,2.682,3.046,2.9013,2.69000006,2.6473,15.02,1194.111,66.62,171.8,144.3,416.05,2452,2069.5
15-08-2018,70.26,96.696,5792.5,2.56,3.06699991,2.8637,2.71199989,2.6164,14.4,1174.954,64.85,171.8,144.3,416.05,2288.9,2026.3
16-08-2018,70,96.645,5902.5,2.6165,3.0309999,2.8691,2.68199992,2.6226,14.63,1174.27,65.44,166.9,142,405.4,2379,2039.3
